Autor;Título;Catálogo;Descripción;Instrumentación;Fecha;Letras;Comentarios;Edición;Editor;Estreno;URL
Bach, Carl Philipp Emanuel (1714–1788);Menuet, F;Wq 189.6;Chamber music;horn I, horn II, traverse flute I, traverse flute II, violin I, violin II, basso continuo;wahrscheinlich vor 1768;;;CPEB:CWCPEB:CW, II/5, S. 143 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010201?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Menuet, D;Wq 189.7;Chamber music;horn I, horn II, traverse flute I, traverse flute II, violin I, violin II, basso continuo;wahrscheinlich vor 1768;;;CPEB:CWCPEB:CW, II/5, S. 145 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010203?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Menuet, D;Wq 189.8;Chamber music;horn I, horn II, traverse flute I, traverse flute II, clarinet I, clarinet II, violin I, violin II, basso continuo;wahrscheinlich 1766;;;CPEB:CWCPEB:CW, II/5, S. 147 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010205?lang=en
Bach, Carl Philipp Emanuel (1714–1788);[Original collection] 6 Polonaises;Wq 190;Chamber music;(2 Cr (D), 2 Clt (D),) 2 Vl, Bc;;;Wq 190.2 / H 607 : Polonaise G-Dur;CPEB:CWCPEB:CW, II/5, S. 150 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010207?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, D;Wq 190.1;Chamber music;clarinet I, clarinet II, violin I, violin II, basso continuo;wahrscheinlich 1762-1765;;;CPEB:CWCPEB:CW, II/5, S. 150 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010209?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, G;Wq 190.2;Chamber music;VlVl, Bc,;wahrscheinlich 1766;;;CPEB:CWCPEB:CW, II/5, S. 151 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010211?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, a;Wq 190.3;Chamber music;VlVl, Bc,;wahrscheinlich 1762-1765;;;CPEB:CWCPEB:CW, II/5, S. 152 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010213?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, D;Wq 190.4;Chamber music;horn I, horn II, clarinet I, clarinet II, violin I, violin II, basso continuo;wahrscheinlich 1766;;;CPEB:CWCPEB:CW, II/5, S. 153 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010215?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, C;Wq 190.5;Chamber music;VlVl, Bc,;wahrscheinlich 1766;;;CPEB:CWCPEB:CW, II/5, S. 156 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010217?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Polonaise, A;Wq 190.6;Chamber music;VlVl, Bc,;wahrscheinlich vor 1768;;;CPEB:CWCPEB:CW, II/5, S. 157 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010219?lang=en
Bach, Carl Philipp Emanuel (1714–1788);2 Menuets, D;Wq 191;Chamber music;TrTr, Timp, Cr, Fl trav, Ob, Vl, Va, Bc,;;;;CPEB:CWCPEB:CW, II/5, S. 158 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010221?lang=en
Bach, Carl Philipp Emanuel (1714–1788);2 Menuets, C;Wq 192;Chamber music;TrTr, Timp, Fl trav, Fag, Vl, Bc,;;;;CPEB:CWCPEB:CW, II/5, S. 162 (Laura Buch, 2016) – Critical report (2016), S. 220;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010223?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Nein, nein, die ernste hohe Gestalt / Seyn oder Nichtseyn;Wq 202.M;Lied;singing voice, keyboard;;Link to lyrics;"EZ EZ 1783; Fantasie von C. P. E. Bach (Wq 63.6/3) mit doppelt unterlegtem Text (Sokrates/Hamlet) von Gerstenberg";;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010225?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Die schönste soll bey Sonnenschein (song);BR‑CPEB H 49;Lied;singing voice, keyboard;;Link to lyrics;;CPEB:CWCPEB:CW, VI/3, S. 165 (Christoph Wolff, 2014) – Critical report (2014);M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010229?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Die Güte Gottes;BR‑CPEB H 1/33;Lied;Singing voice, Keyboard;;Link to lyrics;;;N. Ebata;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010235?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Die Himmel rühmen des Ewigen Ehre;BR‑CPEB H 59/2;Lied;BcBc;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010237?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Jauchzt, ihr Erlösten, dem Herrn;BR‑CPEB H 59/4;Lied;BcBc;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010240?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Wer ist wohl wie du;BR‑CPEB H 59/5;Lied;BcBc;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010242?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Was ist mein Stand, mein Glück;BR‑CPEB H 59/7;Lied;BcBc;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010246?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Besitz ich nur ein ruhiges Gewissen;BR‑CPEB H 59/8;Lied;BcBc;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010248?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Wohl dem, der bessre Schätze liebt;BR‑CPEB H 59/9;Lied;BcBc;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010250?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Du klagst und fühlest die Beschwerden;BR‑CPEB H 59/10;Lied;BcBc;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010252?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Was sorgst du ängstlich für dein Leben?;BR‑CPEB H 59/11;Lied;BcBc;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010254?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Auferstehn, ja, auferstehn wirst du;BR‑CPEB H 59/12;Lied;BcBc;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010256?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Erhabner Gott, was reicht an deine Größe;BR‑CPEB H 59/14;Lied;BcBc;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010258?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Veni, sancte spiritus;BR‑CPEB E 5;Motet;SS, B, Bc,;;;;CPEB:CWCPEB:CW, V/6.1, S. 94 (Paul Corneilson, Clemens Harasim, 2016) – Critical report (2016), S. 156;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010260?lang=en
Bach, Carl Philipp Emanuel (1714–1788);4 motets;BR‑CPEB Hs 52;Motet;SS, A, T, B, Bc,;;"Christian Fürchtegott Gellert (1715-1769), ""Geistliche Oden und Lieder"", Leipzig 1757; BR-CPEB Hq 52/1–3; Christian Christoph Sturm (1740-1786), ""Lieder und Kirchengesänge"", Hamburg 1780; BR-CPEB Hq 52/4";Wq 208.2: Der Kampf der Tugend;CPEB:CWCPEB:CW, V/6.1, S. 98 (Paul Corneilson, Clemens Harasim, 2016) – Critical report (2016), S. 156;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010262?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Trost der Erlösung;BR‑CPEB Hs 52/1;Motet;SS, A, T, B, Bc,;;Christian Fürchtegott Gellert (1715-1769);nach Wq 194.30 / H 686.30;CPEB:CWCPEB:CW, V/6.1, S. 98 (Paul Corneilson, Clemens Harasim, 2016) – Critical report (2016), S. 156;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010264?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Der Kampf der Tugend;BR‑CPEB Hs 52/2;Motet;SS, A, T, B, Bc,;;Christian Fürchtegott Gellert (1715-1769);nach Wq 194.53 / H 686.53;CPEB:CWCPEB:CW, V/6.1, S. 103 (Paul Corneilson, Clemens Harasim, 2016) – Critical report (2016), S. 156;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010266?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Bitten;BR‑CPEB Hs 52/3;Motet;SS, A, T, B, Bc,;;Christian Fürchtegott Gellert (1715-1769);nach Wq 194.9 / H 686.9;CPEB:CWCPEB:CW, V/6.1, S. 108 (Paul Corneilson, Clemens Harasim, 2016) – Critical report (2016), S. 156;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010268?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Menschenliebe Jesu;BR‑CPEB Hs 52/4;Motet;SS, A, Bc,;;;nach Wq 198.3 / H 752.3;CPEB:CWCPEB:CW, V/6.1, S. 114 (Paul Corneilson, Clemens Harasim, 2016) – Critical report (2016), S. 156;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010270?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Antiphon: Et cum spiritu;BR‑CPEB E 6;Vocal music;SS, A, T, B,;;;;CPEB:CWCPEB:CW, V/6.1, -- (Paul Corneilson, Clemens Harasim, 2016) – Critical report (2016), S. 137;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010272?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Amen;BR‑CPEB E 7;Motet;SS, A, T, B,;;;;CPEB:CWCPEB:CW, V/6.1, S. 93 (Paul Corneilson, Clemens Harasim, 2016) – Critical report (2016), S. 137;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010274?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Freudenlied (auf die Wiederkunft des Herrn Dr. C** aus dem Bade);BR‑CPEB H 46;Lied;SS, B,;;Cropp (?);Bade“. Die Identität des Herrn Dr. ***, der autographen Partitur zufolge ein „H. D. C.“, bleibt unklar.;CPEB:CWCPEB:CW, VI/3, S. 170 (Christoph Wolff, 2014) – Critical report (2014);M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010276?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Von der Fingersetzung, der Manieren und der freyen Fantasie;Wq 256;Work for keyboard instruments with or without pedal keyboard;keyboard;;;"Auszug aus dem ""Versuch über die wahre Art das Clavier zu spielen"" (Teil 2, Berlin 1762).";;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010278?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Einfall einen doppelten Contrapunct in der Octave von 6 Tacten zu machen, ohne die Regeln davon zu wissen;Wq 257;Work for keyboard instruments with or without pedal keyboard;Keyboard;;;"EZ EZ ca. 1757; veröffentlicht in dem Werke Marpurgs: Historische-kritische Beyträge zur Musik, Berlin 1757, S. 167-181";;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010280?lang=en
Homilius, Gottfried August (1714–1785);"St Mark Passion ""So gehst du nun, mein Jesu, hin""";HoWV I.10;Passion (Lent);S*S*, A*, T*, B*, S, A, T, B, Cr, Timp, Fl trav, Ob, Fag, Vl, Va, Bc,;;;"Das Werk diente fast vollständig als Vorlage für C. P. E. Bachs Markus-Passion 1770 (H 783). Bach lernte die Markus-Passion von Homilius vermutlich in Berlin kennen und verwendete bereits in seiner Matthäus-Passion 1769 (H 782) einen Satz daraus (Satz 24b - Chor ""Weissage uns"", bei Bach als Satz 9h). Auch später griff er noch häufiger auf diese Passion zurück.";;Ulrike Wolf;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010283?lang=en
Homilius, Gottfried August (1714–1785);"St Luke Passion ""Du starker Keltertreter""";HoWV I.5;Passion (Lent);S*S*, A*, T*, B*, S, A, T, B, Cr, Fl trav, Ob, Fag, Vl, Va, Bc,;;;Das Werk diente als Vorlage für C. P. E. Bachs Lukas-Passion 1775 (H 788).;;Ulrike Wolf;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010285?lang=en
Homilius, Gottfried August (1714–1785);Ich habe dich je und je geliebet;HoWV V.64;Motet;SATB, SATB, SATB (3 choirs);;;;;Ulrike Wolf;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010287?lang=en
Bach, Carl Philipp Emanuel (1714–1788);O großer Weg, der Weg der Leiden (Ostermusik);H deest;Sacred cantata (1st Easter Day);S*S*, A*, T*, B*, Vl, Va, Bc,;;;"Parodie von C. P. E. Bachs Trauungskantate „Wilt du mit diesem Manne ziehen“ (BR‑CPEB F 65 / H 824a) von L. W. Monich; C. P. E. Bach verfasste als Verbindung zwischen den beiden Arien (Nr. 3 u. 4) eigens ein Rezitativ (BR-CPEB F 80)";;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010289?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Es erhub sich ein Streit (Michaelis-Musik 1770);BR‑CPEB Fp 18;Sacred cantata (Michaelmas [29 September]);S*S*, T*, B*, S, A, T, B, Tr, Timp, Fl trav, Ob, Vl, Va, Bc,;;;;;M. Schuster;28 September 177028 September 1770;https://www.bach-digital.de/receive/BachDigitalWork_work_00010303?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Herr, es ist dir keiner gleich (Chor);BR‑CPEB Fs 78;Vocal music;SS, A, T, B, Tr, Timp, Fl trav, Ob*, Ob, Vl, Va, Bc,;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010308?lang=en
Lasso, Orlando di (ca. 1532–1594);Ecce cui iniquitatibus (Chor);H 857;Motet;SS, A, T, B,;;;"Der 6. Vers wurde auf der oberen Hälfte der Seite notiert und trägt die Überschrift ""Quatuor"".";;N. Ebata;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010462?lang=en
Lasso, Orlando di (ca. 1532–1594);Miserere mei (Chor);H 858;Motet;SS, A, T, B,;;;Der 1. Vers wurde auf der unteren Hälfte der Seite notiert. Wegen Platzmangel befinden sich die letzten 3 Takte nach dem Schlusstakt des 6.;;N. Ebata;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010464?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Magnificat (Hamburger Fassung);BR‑CPEB E 4.2;Magnificat;S*S*, A*, T*, B*, S, A, T, B, Tr, Timp, Cr, Fl trav, Ob, Vl, Va, Bc,;;Link to lyrics;Aufführung dieser neuen Fassung am 29.3.1779 im Kramer-Amthaus in Hamburg.;CPEB:CWCPEB:CW, V/1.2, S. 1 (Christine Blanken, 2012) – Critical report (2012), S. 151;M. Schuster;29 March 177929 March 1779, Hamburg, Kramer-Amthaus;https://www.bach-digital.de/receive/BachDigitalWork_work_00010465?lang=en
Bach, Johann Ludwig (1677–1731);Gott sei uns gnädig;JLB 27;Motet;"Chor I: S, A, T, B, B; Chor II: S, A, T, B; Basso continuo";;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010468?lang=en
Bach, Johann Ludwig (1677–1731);Das ist meine Freude;JLB 28;Motet;SS, A, T, B, 2 ;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010470?lang=en
Bach, Johann Ludwig (1677–1731);Uns ist ein Kind geboren;JLB 29;Motet;"Chor I: S, A, T, B; Chor II: S, A, T, B";;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010472?lang=en
Bach, Johann Ludwig (1677–1731);Die richtig für sich gewandelt haben;JLB 30;Motet;"Chor I: S, A, T, B; Chor II: S, A, T, B; Chor III: S, A";;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010473?lang=en
Bach, Johann Ludwig (1677–1731);Ich will auf den Herren schauen;JLB 31;Motet;"Chor I: S, A, T, B; Chor II: S, A, T, B; Basso continuo";;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010477?lang=en
Bach, Johann Ludwig (1677–1731);Wir wissen so unser irdisches Haus;JLB 32;Motet;"Chor I: S, A, T, B; Chor II: S, A, T, B";;Link to lyrics;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010479?lang=en
Bach, Johann Ludwig (1677–1731);Unsere Trübsal die zeitlich und leicht ist;JLB 33;Motet;S I, S II, A, T I, T II, B;;Link to lyrics;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010481?lang=en
Bach, Johann Ludwig (1677–1731);Sei nun wieder zufrieden;JLB 35;Motet;"Chor I: S, A, T, B; Chor II: S, A, T, B";;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010483?lang=en
Bach, Johann Ludwig (1677–1731);Ich habe dich ein klein Augenblick verlassen;JLB 37;Motet;"Chor I: S, A, T, B; Chor II: T, B; Chor III: S, T";;Link to lyrics;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010485?lang=en
Bach, Wilhelm Friedemann (1710–1784);Dreifacher Kanon für 6 Stimmen, 1. C-Dur;BR‑WFB I 2;Canon;unknown;;;Erstdruck: J. P. Kirnberger, Die Kunst des reinen Satzes, II/2 (1777), S. 226 [mit BR-WFB I 3-5];;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010487?lang=en
Heinichen, Johann David (1683–1729);Es lebet Jesus unser Hort;BNB II/H/2;Sacred cantata (1st Easter Day);SS, A, T, B, Cln, Tr, Fl trav, Ob, Vl, Va, Bc,;;;;;M. Schuster;;https://www.bach-digital.de/receive/BachDigitalWork_work_00010488?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Einleitung zum Credo von J. S. Bach BWV 232/II;BR‑CPEB E 1;Mass;VlVl, Va, Bc,;;;Auseinandersetzung CPEBs mit der h-Moll-Messe BWV 232 seit seiner Berliner Zeit, in Hamburg beschränkt auf das Credo, am 9. April 1786 Aufführung mit der Einleitung, dazu wahrscheinlich Anfertigung des erhaltenen Hamburger Stimmensatzes (D-B Mus. ms. Bach St 118) [auch der Partitur D-B Mus. ms. Bach P 22];;Christine Pfau;9 April 17869 April 1786;https://www.bach-digital.de/receive/BachDigitalWork_work_00010512?lang=en
Bach, Carl Philipp Emanuel (1714–1788);Te Deum laudamus;BR‑CPEB Ef 8;Vocal music;S*S*, A*, T*, B*, S, A, T, B, Tr, Timp, Cr, Fl trav, Ob, Fag, Vl, Va, Bc,;;;"Bearbeitung des 1757 entstandenen Te Deum von C. H. Graun (GraunWV B:VI:2) durch CPEB in Hamburg. CPEB ergänzte die Sätze 1, 7 und 9 mit 3 Trompeten und Pauken.  Aufführung des Te Deum am 12.12.1774 im Konzertsaal auf dem Kamp (neben dem Te Deum erklangen in diesem Konzert der Chorsatz ""Wer ist so würdig"" BR-CPEB Fs 76, ein Klavierkonzert CPEBs, sowie J. D. Hollands Oratorium ""Die Hirten bei der Krippe"".";;Christine Pfau;12 December 177412 December 1774;https://www.bach-digital.de/receive/BachDigitalWork_work_00010516?lang=en
Bach, Carl Philipp Emanuel ? (1714–1788);Ich freue mich des, das mir geredet ist;BR‑CPEB D‑Inc 1;Passion;unknown;;unbekannt;Einzig heute bekannter Nachweis ist ein Abdruck des Textbuches bei Bitter (→ Bitter 1868, Bd. 1, S. 325ff.), jeglicher Hinweis auf Komponist fehlt jedoch. Aufgrund Berichts in CPEBs Selbstbiographie über seine Studienzeit in Frankfurt/Oder, wird unter Vorbehalt angenommen, dass Bach der Komponist dieses Werkes ist. Musikalische Quellen sind verschollen;;Christine Pfau;2 December 17362 December 1736;https://www.bach-digital.de/receive/BachDigitalWork_work_00010519?lang=en
